Όνομα,Απόσταση από νοσοκομείο,Αστέρια,Ιστοσελίδα,E-Mail,Τηλέφωνο,Αριθμός Φαξ,Πόλη,Διεύθυνση,Ταχυδρομικός Κώδικας,Τηλέφωνο 2,Εναλλακτικό Τηλέφωνο,Εναλλακτικό Φαξ
ΜΕΛΙΣΣΑΝΘΗ,"


3.5 Χλμ
",1,www.hotelmelissanthi.gr,info@hotelmelissanthi.gr,6947720010,23731-00316,Παραλία Διονυσίου,ΠΑΡΑΛΙΑ ΔΙΟΝΥΣΙΟΥ ΧΑΛΚ/ΚΗΣ,632 00,23731-00316,6947720010,
ΜΕΛΙΤΩΝ ΙΝΝ,"


1 Χλμ
",3,www.melitoninn.com,melitoninn@hotmail.com,23750-71955,23750-71977,Νέος Μαρμαράς,Ν.ΜΑΡΜΑΡΑΣ ΧΑΛΚΙΔΙΚΗΣ,630 81,23750-72055,6944645777,23750-71977
ΜΕΝΔΗ,"


20 Χλμ
",4,www.mendi-hotel.gr,info@mendi-hotel.gr,23740-41323,23740-41326,Καλάνδρα,ΚΑΛΑΝΔΡΑ-ΧΑΛΚΙΔΙΚΗΣ,630 77,231-0271156,231-0271156,2374-041326
ΜΕΝΤΑ,"


7 Χλμ
",1,,lenamenta17@.gmail.com,23510-62044,,Παραλία,Λ.ΣΤΡΑΤΟΥ 26,601 00,,2351-062044,
ΜΕΝΤΙΤΕΡΑΝΕΑΝ ΠΑΛΛΑΣ,"


0.05 Χλμ
",5,www.mediterranean-palace.gr,acc@mediterranean-palace.gr,2311240400,2310-552622,Θεσσαλονίκη,ΣΑΛΑΜΙΝΟΣ 3 & ΚΑΡΑΤΑΣΟΥ,546 26,,,
ΜΕΝΤΙΤΕΡΑΝΙΑΝ ΡΕΣΟΡΤ,"


5 Χλμ
",4,www.medresort.gr,resort@mediterraneanhotels.gr,23510-61993,23510-61862,Παραλία,ΒΑΣ. ΚΩΝΣΤΑΝΤΙΝΟΥ 47,601 00,61134,,
ΜΕΣΟΓΕΙΟΣ ΠΡΙΓΚΙΠΙΣΣΑ,"


7 Χλμ
",4,www.mediterraneanhotels.gr,princess@mediterraneanhotels.gr,23510-64650,23510-64659,Περίσταση,,601 00,,,
ΜΕΣΟΓΕΙΟΣ ΧΩΡΙΟ,"


6 Χλμ
",5,www.mediterraneanhotels.gr,village@mediterraneanhotels.gr,23510-64600,23510-64601,Καλλιθέα,ΠΑΡΑΛΙΑ ΚΑΛΛΙΘΕΑΣ Ν. ΠΙΕΡΙΑΣ,601 00,,2351-064600,2351-064601
ΜΕΤΑΜΟΡΦΩΣΗ ΒΙΛΛΑΤΖ ΜΑΡΕ,"


20 Χλμ
",4,https://www.villagemarehotel.com,info@villagemare.gr,23750-61245,23750-61375,Μεταμόρφωση,ΜΕΤΑΜΟΡΦΩΣΗ ΧΑΛΚΙΔΙΚΗΣ,630 78,,2375-061245,2375-061375
ΜΕΤΑΞΑΣ ΔΗΜΗΤΡΙΟΣ,"


2 Χλμ
",2,www.stefanos.com.gr,info@stefanos.com.gr,23810-34164,2310-513051,Παναγίτσα,,580 02,,6946-359234,231-0513051
ΜΕΤΟΧΙ ΙΝΝ,"


10 Χλμ
",1,www.metohi-inn.gr,,23810-31890,,Άγιος Αθανάσιος,,580 02,,,
ΜΕΤΡΟΠΟΛ,"


0.35 Χλμ
",2,metropole.gr,metropolhotelgr@yahoo.gr,2352033630,23520-33629,Λεπτοκαρυά,,600 63,,2352033630,
ΜΕΤΡΟΠΟΛΙΤΑΝ,"


0.5 Χλμ
",4,www.metrpolitan.gr,logistirio@metropolitan.gr,2310-824221/8,2310-849762,Θεσσαλονίκη,ΒΑΣ.ΟΛΓΑΣ 65,546 42,,,
ΜΗΛΙΔΑ,"


6 Χλμ
",2,,,23810-34116,,Παναγίτσα,,580 02,,231-0442205,231-0442207
ΜΗΛΙΩΝΗΣ,"


2 Χλμ
",1,www.hotelmilionis.gr,konstantin.milionis@gmail.com,23520-33713,,Λεπτοκαρυά,ΠΑΡΑΛΙΑ,600 63,,2410535271,
ΜΗΤΡΟΠΟΛΙΣ,,2,www.serreshotel.gr,metropol@otenet.gr,23210-54433,23210-98435,Σέρρες,ΣΟΛΩΜΟΥ 49,621 22,23210-63065,,
ΜΙΚΕΣ,"


0.2 Χλμ
",1,,hotelmikes1@gmail.com,23990-48013,23990-22697,Νέα Καλλικράτεια,Ν.ΚΑΛΛΙΚΡΑΤΕΙΑ ΧΑΛΚ/ΚΗΣ,630 80,23990-22697,2399-021908,2399-022697
ΜΙΝΕΡΒΑ,,4,www.minervapremier.gr,info@minervapremier.gr,2310-566440,2310-550684,Θεσσαλονίκη,ΕΓΝΑΤΙΑΣ  &  ΣΥΓΓΡΟΥ 12,546 25,,,
ΜΙΝΙ ΣΤΑΡ,"


0.1 Χλμ
",1,,evminus@yahoo.gr,23520-41326,23520-41326,Πλαταμώνας,ΚΩΝΣΤΑΝΤΙΝΟΥ ΚΑΡΑΜΑΝΛΗ 54,600 65,23520-42111,2352-041326,
ΜΙΡΑ ΜΑΡΕ,"


1 Χλμ
",2,www.miramarehalkidiki.com,miramare.halkidiki@gmail.com,23750-71444,23750-71949,Νέος Μαρμαράς,ΠΑΡΑΔΕΙΣΟΣ,630 81,2310-420280,231-0420280,
ΜΙΡΑΜΟΝΤΕ ΣΑΛΕ,"


30 Χλμ
",4,www.miramonte.gr,info@miramonte.gr,2381039904,2381039993,Άγιος Αθανάσιος,ΠΑΛΑΙΟΣ ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ,580 02,2310461155,2310461155,2310464908
ΜΙΡΑΜΠΙΛΙΑ,,3,,linageorgopoulou@gmail.com,6947002297,,Κρυοπηγή,,63077,,,
ΜΙΡΑΤΖΙΟ,,5,www.miraggio.gr,info@miraggio.gr,2374440000,2374440001,Παλιούρι,ΚΑΝΙΣΤΡΟ,63085,,,
ΜΙΣΤΡΑΛ,"


4 Χλμ
",1,,hotelmystral@outlook.com,23740-24864,23740-24864,Καλλιθέα,,630 77,,6983713790,
ΜΙΣΤΡΑΛ,"


6 Χλμ
",3,www.mistralseaside-hotel.gr,info@mistralseaside-hotel.gr,6932455583,23510-63975,Παραλία,ΑΓ.ΝΙΚΟΛΑΟΥ 7,601 00,23510-63977,6932455583,
ΜΙΧΑΛΗΣ,"


0.5 Χλμ
",1,,sartioss@gmail.com,23750-94343,23750-94343,Σάρτη,ΣΑΡΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 72,,6973-028488,
ΜΙΧΑΛΗΣ,"


7 Χλμ
",2,,,23510-63289,,Ολυμπιακή Ακτή,ΑΡΕΩΣ  & ΕΥΤΕΡΠΗΣ,601 00,23510-39560,2351-039560,
ΜΟΛΑ ΚΑΛΥΒΑ,"


10 Χλμ
",1,,,23740-43136,,Μόλες Καλύβες,,630 77,,,
ΜΟΝΙΚΑ,"


20 Χλμ
",1,,ziogas.smilemarkets@gmail.com,23520-41383,23520-41383,Πλαταμώνας,ΑΓ.ΠΑΝΤΕΛΕΗΜΟΝΑ 19,600 65,,2352-041383,
ΜΟΝΟΓΚΡΑΜ,,4,www.monogramhotels.gr,thessaloniki@monogramhotels.gr,2310263263,,Θεσσαλονίκη,Ρογκοτή  5,54624,,,
ΜΟΡΦΕΑΣ,"


60 Χλμ
",2,www.morfeushanioti.gr,morfeushanioti@yahoo.gr,23740-53337,23740-53337,Χανιώτης,Τ.Θ.1152 ΠΕΥΚΟΧΩΡΙΟΥ,630 85,,6972-228791,
ΜΟΡΦΕΥΣ,"


0.5 Χλμ
",2,www.morpheashotel.gr,info@morpheashotel.gr,23520-41701,23520-42801,Πλαταμώνας,ΠΛΑΤΑΜΩΝ ΠΙΕΡΙΑΣ,600 65,23520-42382,6977-787724,2352-042801
ΜΟΡΦΗ,"


1 Χλμ
",3,www.morfihotel.gr,abra1@otenet.gr,23270-41036,23270-41036,Κερκίνη,Ν,620 55,23270-41008,,
ΜΟΥΣΕΣ,"


0.6 Χλμ
",2,,,23520-43306,,Πλαταμώνας,ΚΩΝ/ΝΟΥ ΚΑΡΑΜΑΝΛΗ 143,600 65,23520-44585,,
ΜΟΥΣΕΣ,"


0.2 Χλμ
",2,www.hotelmouses.gr,mouses-h@otenet.gr,23520-33621,23520-33620,Λεπτοκαρυά,ΛΕΠΤΟΚΑΡΥΑ ΠΙΕΡΙΑΣ,600 63,,,
ΜΠΑΪΡΙ,,3,www.bayiri.gr,bayirihotel@gmail.com,6972338348,,Λιτόχωρο,ΠΟΛΥΤΕΧΝΕΙΟΥ 3,60200,,,
ΜΠΑΛΟΓΙΑΝΝΗΣ,"


1 Χλμ
",2,www.balogiannishotel.gr,hotelmpalogianni@yahoo.gr,23520-43921,23520-43921,Παραλία Παντελεήμονα,,600 65,,2352043921,2352043921
ΜΠΑΝΜΠΟΥΣ,,3,,eya.panagiotis@gmail.com,6981496869,,Ολυμπιακή Ακτή,,60100,,,
ΜΠΑΡΑ,"


2 Χλμ
",2,www.halkidiki-bara.gr,hotelbara@hotmail.com,23750-71074,23750-71074,Νέος Μαρμαράς,,630 81,,2375-071074,
ΜΠΑΡΑΚΟΥΝΤΑ,,1,www.barracudahotel.gr,barracuda.hotel@yahoo.gr,23750-94273,,Σάρτη,ΣΑΡΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 72,,,
ΜΠΑΧΑΡ,,4,http://baharboutiquehotel.gr,baharboutiquehotel@gmail.com,2310553433,,Θεσσαλονίκη,ΕΔΕΣΣΗΣ 10,54625,2310536881,,
ΜΠΕΛΑΤΖΙΟ,"


5 Χλμ
",3,www.bellagio-hotel.gr,info@bellagio-hotel.gr,23740-45040,23740-45041,Φούρκα,ΦΟΥΡΚΑ ΚΑΣΣΑΝΔΡ.ΧΑΛΚΙΔΙΚ.,630 77,,,
ΜΠΕΛΑΤΖΙΟ ΓΑΛΑΖΙΟ,"


15 Χλμ
",2,www.bellagio-blue.gr,info@bellagio-blue.gr,23740-61140,23740-61142,Χανιώτης,ΧΑΝΙΩΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 85,,,
ΜΠΙΑΝΚΟ ΟΛΥΜΠΙΚΟ,"


8 Χλμ
",3,www.biancoolympico.gr,info@biancolympico.com,2311110540,23710-97001,Βατοπέδι,ΠΑΡΑΛΙΑ ΒΑΤΟΠΑΙΔΙΟΥ,630 71,2311110540,6942-437404,
ΜΠΙΡΔΑΣ,"


0.6 Χλμ
",2,,birda.maria@yahoo.gr,23990-22775,23990-23344,Νέα Καλλικράτεια,ΗΠΕΙΡΟΥ 13,630 80,,6977-297367,2399-023344
ΜΠΛΕ ΘΑΛΑΣΣΑ,"


8 Χλμ
",1,www.rena-bs.gr,mgeorgan@yahoo.com,23510-61114,23510-61114,Παραλία,NIKHS 24,601 00,6972-997228,,
ΜΠΛΕ ΜΠΟΥΚΑΛΙ,"


1 Χλμ
",3,www.bluebottlehotel.gr,info@bluebottlehotel.gr,2310-520090,2310520080,Θεσσαλονίκη,ΣΥΓΓΡΟΥ & ΑΜΒΡΟΣΙΟΥ 16,546 30,6972916700,,
ΜΠΛΟΥ ΓΚΑΡΝΤΕΝ,"


10 Χλμ
",1,,theniaougrini92@gmail.com,23510-64324,,Παραλία,ΝΙΚΗΣ 17,601 00,23510-42338,2351-062113,
ΜΠΛΟΥ ΛΑΓΚΟΥΝ ΠΑΛΑΣ,,5,,info@douroskat.gr,2310323230,2310323230,Καλύβες Πολυγύρου,,63100,,,
ΜΠΛΟΥ ΛΑΓΚΟΥΝ ΠΡΙΝΣΕΣ,,5,,info@douroskat.gr,2310-323230,2310-325215,Καλύβες Πολυγύρου,,631 00,,,
ΜΠΟΖΑΣ,"


20 Χλμ
",1,www.bozas-tours.com,steliosmpozas@gmail.com,2352041933,23520-42600,Πλαταμώνας,ΠΛΑΤΑΜΩΝΑΣ ΠΙΕΡΙΑΣ,601 00,2352041933,2352041933,2352044262
ΜΥΘΙΚ ΣΑΜΜΕΡ,,4,www.mythichotel.gr,info@mythichotel.gr,2351063770,,Κατερίνη,ΑΡ.ΑΓΡΟΤΕΜΑΧΙΟΥ 947,60100,,,
ΜΥΘΟΣ,"


2 Χλμ
",3,www.hotelmythos.gr,info@hotelmythos.gr,23510-82930,23510-82910,Ελατοχώρι,ΕΛΑΤΟΧΩΡΙ ΠΙΕΡΙΑΣ,601 00,23510-82940,,
ΜΥΡΤΩ,"


4 Χλμ
",1,www.hotelmirto.gr,hotel_mirto@windowslive.com,23520-81398,23520-82298,Λιτόχωρο,ΑΓ.ΝΙΚΟΛΑΟΥ 5,602 00,23520-81498,,
ΜΥΣΤΙΚΟΣ ΠΑΡΑΔΕΙΣΟΣ,"


1 Χλμ
",4,www.secretparadise.gr,info@mykoniatihotels.gr,23990-48555,23990-24041,Νέα Καλλικράτεια,ΓΕΩΡΓΙΟΥ ΠΑΠΑΝΔΡΕΟΥ 11,630 80,23990-48588,,
ΝΑΪΑΔΕΣ,"


11 Χλμ
",3,www.naiades-hotel.gr,info@naiades-hotel.gr,23840-94134,23840-94135,Όρμα,ΟΡΜΑ ΑΡΙΔΑΙΑΣ ΠΕΛΛΑΣ,584 00,,,
ΝΑΙΑΣ,"


15 Χλμ
",3,www.naiashotel.gr,naias1@otenet.gr,23740-52821/2,23740-20045,Χανιώτης,ΧΑΝΙΩΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 85,20040/9,2374-052821,
ΝΑΙΑΣ,"


0.5 Χλμ
",2,www.hotelnaias.gr,info@hotelnaias.gr,2351062622,2351062621,Παραλία,Ρ.ΦΕΡΡΑΙΟΥ 11,601 00,,,
ΝΑΟΥΣΑ,"


15 Χλμ
",3,www.naoussaresort.gr,info@naoussaresort.gr,23320-44100,23320-27529,Άγιος Παύλος,ΑΓ.ΠΑΥΛΟΣ ΝΑΟΥΣΑΣ,592 00,23320-44777,2332027529,2332027529
ΝΑΡΚΙΣΣΟΣ,"


0.02 Χλμ
",1,,,23510-63189,23510-64447,Ολυμπιακή Ακτή,ΑΡΕΩΣ 15,601 00,,,
ΝΑΣΤΟΥ,"


3 Χλμ
",3,www.nastouviewhotel.com,info@nastouviewhotel.com,23270-51587,23270-51586,Άνω Πορόια,ΑΝΩ ΠΟΡΟΙΑ ΣΕΡΡΩΝ,620 55,,,
ΝΑΤΑΣΑ,"


0.05 Χλμ
",1,,natassahanioti@gmail.com,23740-51271,,Χανιώτης,ΧΑΝΙΩΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 85,,2374-051271,
ΝΑΥΣΙΚΑ,"


5 Χλμ
",1,www.naysika-hotel.gr,costasle@otenet.gr,23520-61422,23520-61422,Λιμένας Λιτοχώρου,ΓΡΙΤΣΑ ΛΙΤΟΧΩΡΟΥ ΠΙΕΡΙΑΣ,600 63,,2352-061422,
ΝΑΥΤΙΛΟΣ,"


8 Χλμ
",1,,giannisxal@gmail.com,23510-64057,23510-73333,Παραλία,ΚΟΛΟΚΟΤΡΩΝΗ  & ΤΡΙΚΑΛΩΝ,601 00,,2351-030390,2351-073333
ΝΑΥΤΙΛΟΣ,"


10 Χλμ
",2,,roula7000@yahoo.gr,6984616365,23730-82220,Νέα Πλάγια,,632 00,23730-82220,,
ΝΕΑ,"


0.01 Χλμ
",2,www.nouvelle.gr,info@nouvelle.gr,2310-686544,2310-686546,Ωραιόκαστρο,7ΧΛΜ.ΘΕΣ.-ΩΡΑΙΟΚ.(ΠΟΛΥΧ.ΝΟΥΒΕΛ),570 13,2310-686547,,
ΝΕΑ ΜΗΤΡΟΠΟΛΙΣ,"


1.5 Χλμ
",3,www.neametropolis.gr,info@neametropolis.gr,2310-525540,2310-539910,Θεσσαλονίκη,ΣΥΓΓΡΟΥ 22,546 30,2310-530363,,
ΝΕΜΟ,"


14 Χλμ
",1,www.nemo.gr,nemo_htl@otenet.gr,23740-52974,23740-52778,Πολύχρονο,ΠΟΛΥΧΡΟΝΟ ΧΑΛΚΙΔΙΚΗΣ,630 85,,2493-086379,
ΝΕΟΝ,"


2 Χλμ
",2,,loutrapozar89@gmail.com,23840-91300,23840-91170,Αριδαία,,584 00,,2384-091300,2384-091170
ΝΕΡΟ ΚΑΙ ΘΑΛΑΣΣΑ,,2,,aquamarehotel@hotmail.com,23990-23501,,Νέα Καλλικράτεια,,630 80,,,
ΝΕΣΤΩΡ,"


18 Χλμ
",1,www.hotelnestor.gr,hotelnestor@hotmail.com,23750-51358,23750-51358,Τορώνη,ΤΟΡΩΝΗ ΣΥΚΕΑΣ ΧΑΛΚΙΔΙΚΗΣ,630 72,2310-301579,231-0301579,231-0301579
ΝΕΦΕΛΗ,"


2 Χλμ
",4,www.nepheli.gr,info@nepheli.gr,2310-342002,2310-342080,Πανόραμα,ΚΟΜΝΗΝΩΝ 1,552 36,,231-0342002,231-0342080
ΝΕΦΕΛΗ,"


8 Χλμ
",2,,nefeli11@otenet.gr,23510-61109,23510-61109,Παραλία,ΑΓ.ΝΙΚΟΛΑΟΥ 41,601 00,23510-61409,2351-061109,2351-061109
ΝΕΩΡΙΟΝ,"


0.2 Χλμ
",2,,neorio2010@gmail.com,23770-51234,23770-51079,Αμμουλιανή,,630 75,,,
ΝΗΡΗΪΔΕΣ,"


0.1 Χλμ
",2,www.hotelnereides.gr,georgepelekas@gmail.com,2374053604,23740-53606,Χανιώτης,ΧΑΝΙΩΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 85,6973796586,2374053604,2374053606
ΝΙΚΕΛΛΗ,,3,www.nikelli.gr,elligklara@gmail.com,23510-82218,23510-82193,Ελατοχώρι,ΕΛΑΤΟΧΩΡΙ ΠΙΕΡΙΑΣ,601 00,,,
ΝΙΚΗ,"


7 Χλμ
",2,,nikehotelparalia@yahoo.gr,23510-62323,23510-62323,Παραλία,ΕΛ.ΒΕΝΙΖΕΛΟΥ 15,601 00,23510-62323,6974558846,
ΝΙΚΟΠΟΛΙΣ -ΘΕΣΣΑΛΟΝΙΚΗ,"


0.2 Χλμ
",5,www.hotel-nikopolis.com,info.nikopolis@hotel-nikopolis.com,2310-401000,2310-401099,Πυλαία,ΑΣΚΛΗΠΙΟΥ 16-18,570 01,,,
ΝΙΚΟΣ,"


25 Χλμ
",1,,,23740-61524,,Πευκοχώρι,ΠΕΥΚΟΧΩΡΙ ΧΑΛΚΙΔΙΚΗΣ,630 85,,2374-061524,
ΝΟΣΤΟΣ,"


5 Χλμ
",2,,,23740-92240,,Παλιούρι,ΠΑΛΙΟΥΡΙ ΧΑΛΚΙΔΙΚΗΣ,630 85,23740-92388,,
ΝΟΣΤΟΣ,"


7 Χλμ
",1,www.nostos-hotel.gr,nostos1@otenet.gr,23740-25411,23740-20130,Άφυτος,ΑΦΥΤΟΣ ΧΑΛΚΙΔΙΚΗΣ (Τ.Θ. 78),630 77,23740-25412,,
ΝΟΣΤΟΣ,"


1 Χλμ
",2,www.hotel-nostos.com,info@hotel-nostos.com,23840-91510,23840-91191,Λουτράκι,,584 00,23840-91511,,
ΝΟΣΤΟΣ,,3,www.nostos-kaimaktsalan.gr,info@nostos-kaimaktsalan.gr,2381031075,2381031075,Άγιος Αθανάσιος,ΠΑΛΑΙΟΣ ΑΓΙΟΣ ΑΘΑΝΑΣΙΟΣ ΠΕΛΛΑΣ,580 02,,,
ΝΤΕΚΟΒΙΛ,,2,www.hoteldecauville.com,info@hoteldecauville.com,23710-51625,23710-51625,Πολύγυρος,,631 00,,,
ΝΤΕΛΛΑΤΖΙΟ,"


0.2 Χλμ
",3,www.dellagio.gr,contact@dellagio.gr,23320-24242,23320-22335,Νάουσα,ΜΕΓΑΛΟΥ ΑΛΕΞΑΝΔΡΟΥ 22,592 00,23320-24243,,
ΝΤΕΜΗ,"


1.5 Χλμ
",1,,itsitas@panoramacatering.gr,23770-51150,,Αμμουλιανή,ΑΜΜΟΥΛΙΑΝΗ ΑΡΝΑΙΑΣ ΧΑΛΚΙΔΙΚΗΣ,630 75,2310-343226,2310-343226,
ΝΤΙ ΤΑΝΙΑ,"


3 Χλμ
",4,www.thessaloniki-hotel-ditania.com,info@hotelditania.gr,2310-788786,2310-574966,Ωραιόκαστρο,ΣΥΜΜΑΧΙΚΗ ΔΙΑΒΑΤΩΝ-ΩΡΑΙΟΚ,570 13,2310-574967,,
ΝΤΙΡΕ,"


0.3 Χλμ
",1,www.dire.gr,info@dire.gr,23750-71234,23750-72823,Νέος Μαρμαράς,ΝΕΟΣ ΜΑΡΜΑΡΑΣ ΧΑΛΚ/ΚΗΣ,630 81,,,
ΝΤΟΥΚΑΤΑ,"


18 Χλμ
",2,www.ducata.gr,info@ducata.gr,2310232006,2310224417,Ξηρολίβαδο,ΞΗΡΟΛΙΒΑΔΟ ΗΜΑΘΙΑΣ,591 00,2310232006,231-0232006,231-0224417
ΝΥΜΦΕΣ,"


10 Χλμ
",4,www.hotel-nymfes.gr,info@hotel-nymfes.gr,23840-91570,23840-21402,Λουτράκι,ΛΟΥΤΡΑΚΙ ΠΕΛΛΑΣ,584 00,23840-91571,,
ΞΕΝΙΑ,"


15 Χλμ
",4,www.papcorp.com,xenia@papcorp.gr,23770-71412,23770-71362,Ουρανόπολη,ΟΥΡΑΝΟΥΠΟΛΗ ΧΑΛΚΙΔΙΚΗΣ,630 75,6974600817,2310-505500,2310-531564
ΞΕΝΙΟΣ,"


0.2 Χλμ
",1,,xenioshotel2017@gmail.com,23740-61346,23740-61342,Πευκοχώρι,ΠΕΥΚΟΧΩΡΙ ΧΑΛΚΙΔΙΚΗΣ,630 85,,2374-061346,2374-061342
ΞΕΝΙΟΣ ΔΙΑΣ,"


5 Χλμ
",2,www.hotel-xeniosdias.gr,info@hotel-xeniosdias.gr,23520-81234,23520-81423,Λιτόχωρο,ΕΝΙΠΕΩΣ 2,602 00,23520-81300,,
ΞΕΝΙΟΣ ΖΕΥΣ,"


0.05 Χλμ
",2,www.ouranoupoli.com/zeus,zeus@ouranoupoli.com,23770-71274,23770-71185,Ουρανόπολη,ΟΥΡΑΝΟΥΠΟΛΗ ΧΑΛΚ/ΚΗΣ,630 75,,,
ΞΕΝΙΟΣ ΖΕΥΣ,"


9 Χλμ
",2,www.zeus-nikiti.com,xzeus@otenet.gr,6977208416,23750-22918,Νικήτη,ΝΙΚΗΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 88,,+306977208416,
ΞΕΝΟΔΟΧΕΙΟ ΑΙΓΩΝ,"


7.5 Χλμ
",3,www.hotel-aigon.gr,aegae@otenet.gr,23310-92524,23310-92587,Βεργίνα,ΒΕΡΓΙΝΑ ΗΜΑΘΙΑΣ,590 31,23310-92588,,
ΞΕΝΟΔΟΧΕΙΟ ΚΡΟΥΣΙΑ,"


30 Χλμ
",3,www.kroussiahotel.gr,info@kroussiahotel.gr,23412-00412,,Ποντοκερασιά,ΠΟΝΤΟΚΕΡΑΣΙΑ ΚΙΛΚΙΣ,611 00,6976672767,,
ΞΕΝΟΔΟΧΕΙΟ ΣΤΟ ΕΠΙΠΕΔΟ ΤΗΣ ΘΑΛΑΣΣΑΣ,,4,https://sealevelhotel.gr/,reservations@sealevelhotel.gr,23740-51217,23740-51554,Πολύχρονο,ΝΕΑΠΟΛΙΣ,630 85,,,
ΞΕΝΟΔΟΧΕΙΟ ΤΑΜΠΑΚΟ,"


4 Χλμ
",4,www.davitel.gr,thv@davitel.gr,2310-515002,2310-530711,Θεσσαλονίκη,ΑΓ.ΔΗΜΗΤΡΙΟΥ 25,546 32,,,
ΞΥΛΙΝΟ ΧΩΡΙΟ,,3,www.toxilino.gr,info@toxilino.gr,6986767670,23230-41022,Άγκιστρο,,623 00,23230-41033,6986767670,2323041022
Ο ΠΑΡΑΔΕΙΣΟΣ ΤΟΥ ΝΙΚΟΥ,"


20 Χλμ
",1,www.bozas-tours.com,steliosmpozas@gmail.com,2352041933,23520-44262,Πλαταμώνας,ΠΛΑΤΑΜΩΝΑΣ ΠΙΕΡΙΑΣ,600 65,2352041508,2352041933,2352044262
Ο ΣΤΑΥΡΟΣ,"


5 Χλμ
",1,www.hotelstavros.gr,stavros@hotelstavros.gr,23920-24985,23920-24985,Περαία,ΠΕΡΑΙΑ ΘΕΣΣΑΛΟΝΙΚΗΣ,570 19,,,
ΟΑΣΙΣ,"


7 Χλμ
",2,www.hoteloasisparalia.gr,info@hoteloasisparalia.gr,23510-61255,23510-61222,Παραλία,ΟΛΥΜΠΟΥ 16,601 00,23510-61222,,
ΟΑΣΙΣ,"


7 Χλμ
",1,,joasis71@gmail.com,23510-22121,23510-22121,Καλλιθέα,ΕΥΚΛΙΔΟΥ 4,601 00,,2351-022121,2351-022121
ΟΔΥΣΣΕΑΣ,"


16 Χλμ
",2,www.odysseas.net,hotelodysseas@otenet.gr,23740-52102,,Πολύχρονο,ΠΟΛΥΧΡΟΝΟ ΧΑΛΚΙΔΙΚΗΣ,630 85,23740-52124,231-0930330,2374-051923
ΟΔΥΣΣΕΑΣ,"


6 Χλμ
",1,,,23510-64070,23510-64070,Παραλία,ΕΡΜΟΥ 12,601 00,23510-78959,2351-078959,
ΟΙΚΙΑ ΑΛΕΞΑΝΔΡΟΥ,"


5 Χλμ
",4,www.oikia-alexandrou.gr,dimalex7591@gmail.com,6944-641656,,Αρναία,ΑΡΝΑΙΑ ΧΑΛΚΙΔΙΚΗΣ,630 74,2372023210,,
ΟΙΚΙΑ ΑΛΕΞΑΝΔΡΟΥ-2,"


40 Χλμ
",4,www.oikia-alexandrou.gr,dimalex7591@gmail.com,6944641656,,Αρναία,ΑΡΝΑΙΑ ΧΑΛΚΙΔΙΚΗ,630 74,23720-23210,,
ΟΙΚΙΑ ΜΗΤΣΙΟΥ,"


0.05 Χλμ
",3,,welcome@mitsiou.gr,23720-22744,23720-22877,Αρναία,ΑΡΝΑΙΑ ΧΑΛΚΙΔΙΚΗΣ,630 74,,,
ΟΙΚΙΑ ΜΠΑΜΠΑΤΖΙΜΟΠΟΥΛΟΥ-ΑΡΩΜΑ ΑΠΟ ΧΘΕΣ,"


10 Χλμ
",3,www.babatzimopoulou.gr,babatzim@yahoo.com,23810-31952,2310-283205,Άγιος Αθανάσιος,,580 02,6945-910405,231-0223076,231-0283205
ΟΙΚΙΕΣ,"


9 Χλμ
",4,www.ekies.gr,info@ekies.gr,23750-91000,23750-91416,Βουρβουρού,ΒΟΥΡΒΟΥΡΟΥ ΑΓ.ΝΙΚΟΛΑΟΥ ΧΑΛΚΙΔΙΚΗΣ,630 78,2310-968778,231-0968778,231-0968771
ΟΙΚΟΠΕΡΙΗΓΗΤΗΣ,"


10 Χλμ
",3,www.oikoperiigitis.gr,rekl@otenet.gr,23270-41450,23270-41476,Κερκίνη,ΚΕΡΚΙΝΗ ΣΕΡΡΩΝ,620 55,23270-41477,,
ΟΛΓΑ,"


20 Χλμ
",1,www.olga-hotel.gr,hotel-olga@otenet.gr,23750-94258,23750-94258,Σάρτη,ΣΑΡΤΗ ΧΑΛΚΙΔΙΚΗΣ,630 72,2310-698366,,
ΟΛΥΜΠΙΑ,"


0.8 Χλμ
",3,www.hotelolympia.gr,welcome@hotelolympia.gr,2310/366466,2310/276133,Θεσσαλονίκη,ΟΛΥΜΠΟΥ 65  &  ΠΑΠΑΓΕΩΡΓΙΟΥ,546 31,2310/235421-5,,
ΟΛΥΜΠΙΑ,"


7 Χλμ
",1,,,23510-71238,,Αλυκή,ΑΛΥΚΕΣ ΚΙΤΡΟΥΣ ΠΙΕΡΙΑΣ,600 64,,2351-071238,
ΟΛΥΜΠΙΑ,"


1 Χλμ
",2,,prokopis@adamsshoes.gr,23810-23544,,Έδεσσα,18ΗΣ ΟΚΤΩΒΡΙΟΥ 51,582 00,,,
